nr_zmiany;nr_wiersza_csv;id_po_poprawie;kolumna;wartosc_przed;wartosc_po;regula
8715;5131;5130;kwota;3983,65;3983.65;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8716;5132;5131;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8717;5133;5132;wspolczynnik;0,603;0.603;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8718;5134;5133;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8719;5134;5133;wspolczynnik;1.32;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8720;5135;5134;wspolczynnik;1.482;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8721;5136;5135;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8722;5136;5135;kwota;3376,82;3376.82;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8723;5137;5136;wspolczynnik;0,988;0.988;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8724;5138;5137;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8725;5139;5138;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8726;5140;5139;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8727;5140;5139;wspolczynnik;1.368;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8728;5141;5140;miasto;warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8729;5141;5140;kwota;3493,98;3493.98;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8730;5141;5140;wspolczynnik;0,879;0.879;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8731;5143;5142;wspolczynnik;1.353;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8732;5144;5143;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8733;5144;5143;ilosc;472 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
8734;5144;5143;wspolczynnik;1.178;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8735;5145;5144;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8736;5145;5144;wspolczynnik;1,136;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8737;5146;5145;kwota;817,18;817.18;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8738;5146;5145;wspolczynnik;;0.548;Błędny lub pusty współczynnik zastąpiono medianą poprawnych wartości z zakresu 0-1: 0.548.
8739;5147;5146;miasto;KATOWICE;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8740;5148;5147;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8741;5149;5148;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8742;5149;5148;wspolczynnik;0,711;0.711;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8743;5150;5149;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8744;5151;5150;imie;  Krzysztof ;Krzysztof;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
8745;5151;5150;kwota;2128,51;2128.51;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8746;5152;5151;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8747;5152;5151;wspolczynnik;1.244;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8748;5153;5152;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8749;5153;5152;kwota;2098.78 zł;2098.78;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8750;5153;5152;wspolczynnik;1,203;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8751;5154;5153;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8752;5156;5155;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8753;5156;5155;kwota;345,61;345.61;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8754;5157;5156;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8755;5157;5156;wspolczynnik;0,464;0.464;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8756;5158;5157;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8757;5159;5158;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8758;5160;5159;wspolczynnik;1.085;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8759;5161;5160;imie;;Brak danych;Brak imienia uzupełniono wartością 'Brak danych'.
8760;5161;5160;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8761;5161;5160;kwota;1 907.90;1907.90;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8762;5161;5160;wspolczynnik;1.234.5;0.548;Błędny lub pusty współczynnik zastąpiono medianą poprawnych wartości z zakresu 0-1: 0.548.
8763;5163;5162;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8764;5163;5162;wspolczynnik;1.243;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8765;5164;5163;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8766;5164;5163;wspolczynnik;1.056;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8767;5165;5164;wspolczynnik;1,232;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8768;5166;5165;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8769;5166;5165;kwota;1137,28;1137.28;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8770;5166;5165;wspolczynnik;1.388;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8771;5167;5166;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8772;5167;5166;wspolczynnik;1.271;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8773;5168;5167;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8774;5168;5167;wspolczynnik;1.196;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8775;5169;5168;wspolczynnik;0,332;0.332;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8776;5170;5169;miasto;KATOWICE;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8777;5171;5170;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8778;5171;5170;ilosc;;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
8779;5171;5170;kwota;3343,70;3343.70;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8780;5172;5171;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8781;5173;5172;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8782;5173;5172;wspolczynnik;0,309;0.309;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8783;5175;5174;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8784;5176;5175;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8785;5176;5175;kwota;3731,88 zł;3731.88;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8786;5176;5175;wspolczynnik;0.57;0.570;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8787;5177;5176;wspolczynnik;1,009;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8788;5178;5177;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8789;5178;5177;wspolczynnik;1.408;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8790;5179;5178;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8791;5180;5179;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8792;5181;5180;nazwisko;Mazur  ;Mazur;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
8793;5181;5180;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8794;5181;5180;ilosc;143 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
8795;5181;5180;kwota;1018,47;1018.47;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8796;5181;5180;wspolczynnik;1,333;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8797;5182;5181;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8798;5182;5181;wspolczynnik;0.22;0.220;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8799;5184;5183;imie;marcin;Marcin;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
8800;5184;5183;miasto;warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8801;5184;5183;wspolczynnik;1.303;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8802;5185;5184;nazwisko;KWIATKOWSKI;Kwiatkowski;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
8803;5185;5184;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8804;5185;5184;wspolczynnik;0,48;0.480;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8805;5186;5185;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8806;5186;5185;kwota;4548,53;4548.53;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8807;5186;5185;wspolczynnik;1.029;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8808;5187;5186;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8809;5187;5186;wspolczynnik;1.297;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8810;5188;5187;wspolczynnik;1.153;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8811;5189;5188;miasto;Łodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8812;5189;5188;wspolczynnik;1,342;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8813;5191;5190;kwota;840,63;840.63;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8814;5192;5191;miasto; Warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8815;5193;5192;miasto;Krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8816;5193;5192;wspolczynnik;117%;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8817;5194;5193;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8818;5194;5193;wspolczynnik;1.086;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8819;5195;5194;miasto;WARSZAWA;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8820;5195;5194;wspolczynnik;0.68;0.680;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8821;5196;5195;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8822;5196;5195;kwota;958,58;958.58;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8823;5197;5196;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8824;5197;5196;wspolczynnik;0,436;0.436;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8825;5198;5197;miasto;Kraków ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8826;5198;5197;wspolczynnik;1.058;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8827;5199;5198;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8828;5199;5198;kwota;4015.59 zł;4015.59;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8829;5200;5199;wspolczynnik;1.145;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8830;5201;5200;imie;  Katarzyna ;Katarzyna;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
8831;5201;5200;miasto;;Brak danych;Brak miasta uzupełniono wartością 'Brak danych'.
8832;5201;5200;ilosc;abc;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
8833;5201;5200;kwota;4177,31;4177.31;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8834;5201;5200;wspolczynnik;1,101;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8835;5202;5201;miasto;Warszawa ;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8836;5202;5201;wspolczynnik;1.057;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8837;5203;5202;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8838;5203;5202;wspolczynnik;1.377;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8839;5204;5203;miasto;warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8840;5205;5204;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8841;5205;5204;wspolczynnik;0,906;0.906;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8842;5206;5205;miasto; Warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8843;5206;5205;kwota;2483,43;2483.43;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8844;5206;5205;wspolczynnik;1.099;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8845;5207;5206;miasto;KATOWICE;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8846;5207;5206;wspolczynnik;0.42;0.420;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8847;5208;5207;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8848;5209;5208;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8849;5209;5208;wspolczynnik;0,696;0.696;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8850;5210;5209;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8851;5211;5210;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8852;5211;5210;kwota;4403,94;4403.94;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8853;5211;5210;wspolczynnik;1.072;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8854;5212;5211;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8855;5213;5212;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8856;5213;5212;wspolczynnik;1,396;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8857;5214;5213;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8858;5215;5214;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8859;5216;5215;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8860;5216;5215;kwota;4918,39;4918.39;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
8861;5217;5216;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
8862;5217;5216;wspolczynnik;0,565;0.565;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
8863;5218;5217;ilosc;454 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
8864;5219;5218;wspolczynnik;1.077;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
8865;5220;5219;miasto;Łodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
